    0.000000 8.1553e+03 1.0000e+00
    0.000800 8.1139e+03 9.9492e-01
    0.001600 7.9923e+03 9.8001e-01
    0.002400 7.7990e+03 9.5630e-01
    0.003200 7.5458e+03 9.2526e-01
    0.004000 7.2465e+03 8.8856e-01
    0.004800 6.9144e+03 8.4783e-01
    0.005600 6.5618e+03 8.0460e-01
    0.006400 6.1992e+03 7.6014e-01
    0.007200 5.8353e+03 7.1552e-01
    0.008000 5.4772e+03 6.7161e-01
    0.008800 5.1306e+03 6.2911e-01
    0.009600 4.7997e+03 5.8854e-01
    0.010400 4.4877e+03 5.5027e-01
    0.011200 4.1963e+03 5.1455e-01
    0.012000 3.9264e+03 4.8145e-01
    0.012800 3.6778e+03 4.5097e-01
    0.013600 3.4498e+03 4.2301e-01
    0.014400 3.2410e+03 3.9741e-01
    0.015200 3.0501e+03 3.7400e-01
    0.016000 2.8755e+03 3.5259e-01
    0.016800 2.7159e+03 3.3303e-01
    0.017600 2.5700e+03 3.1513e-01
    0.018400 2.4364e+03 2.9875e-01
    0.019200 2.3141e+03 2.8376e-01
    0.020000 2.2022e+03 2.7003e-01
    0.020800 2.0996e+03 2.5745e-01
    0.022400 1.9198e+03 2.3541e-01
    0.023200 1.8411e+03 2.2576e-01
    0.024000 1.7689e+03 2.1690e-01
    0.025600 1.6402e+03 2.0112e-01
    0.026400 1.5820e+03 1.9398e-01
    0.028000 1.4736e+03 1.8069e-01
    0.028800 1.4222e+03 1.7439e-01
    0.030400 1.3228e+03 1.6220e-01
    0.032000 1.2269e+03 1.5044e-01
    0.033600 1.1349e+03 1.3916e-01
    0.035200 1.0487e+03 1.2859e-01
    0.036800 9.7096e+02 1.1906e-01
    0.038400 9.0440e+02 1.1090e-01
    0.040000 8.5109e+02 1.0436e-01
    0.041600 8.1231e+02 9.9605e-02
    0.044000 7.8161e+02 9.5840e-02
    0.046400 7.7918e+02 9.5542e-02
    0.048000 7.8837e+02 9.6670e-02
    0.050400 8.1108e+02 9.9454e-02
    0.052800 8.3796e+02 1.0275e-01
    0.055200 8.6221e+02 1.0572e-01
    0.057600 8.7839e+02 1.0771e-01
    0.060800 8.8150e+02 1.0809e-01
    0.063200 8.6708e+02 1.0632e-01
    0.066400 8.2823e+02 1.0156e-01
    0.069600 7.7503e+02 9.5034e-02
    0.072800 7.1045e+02 8.7115e-02
    0.076000 6.3655e+02 7.8054e-02
    0.080000 5.3584e+02 6.5704e-02
    0.084000 4.3611e+02 5.3476e-02
    0.088000 3.4900e+02 4.2794e-02
    0.092000 2.9955e+02 3.6730e-02
    0.096000 2.7554e+02 3.3787e-02
    0.100800 2.6114e+02 3.2021e-02
