   0.0000000e+00   2.1989358e+01   0.0000000e+00
   2.0000000e-02   2.3572252e+01   8.6066543e+00
   4.0000000e-02   2.5155147e+01   1.3465699e+01
   6.0000000e-02   2.6738041e+01   1.7496146e+01
   8.0000000e-02   2.8320936e+01   2.1068005e+01
   1.0000000e-01   2.9903830e+01   2.4333494e+01
   1.2000000e-01   3.1486725e+01   2.7373916e+01
   1.4000000e-01   3.3069619e+01   3.0239096e+01
   1.6000000e-01   3.4652514e+01   3.2962334e+01
   1.8000000e-01   3.6235408e+01   3.5567263e+01
   2.0000000e-01   3.7818303e+01   3.8071414e+01
   2.2000000e-01   3.9401197e+01   4.0488244e+01
   2.4000000e-01   4.0984092e+01   4.2828362e+01
   2.6000000e-01   4.2566986e+01   4.5100318e+01
   2.8000000e-01   4.4149881e+01   4.7311131e+01
   3.0000000e-01   4.5732775e+01   4.9466652e+01
   3.2000000e-01   4.7315670e+01   5.1571823e+01
   3.4000000e-01   4.8898564e+01   5.3630862e+01
   3.6000000e-01   5.0481459e+01   5.5647412e+01
   3.8000000e-01   5.2064353e+01   5.7624641e+01
   4.0000000e-01   5.3647248e+01   5.9565328e+01
   4.2000000e-01   5.5230142e+01   6.1471929e+01
   4.4000000e-01   5.6813037e+01   6.3346624e+01
   4.6000000e-01   5.8395931e+01   6.5191363e+01
   4.8000000e-01   5.9978826e+01   6.7007897e+01
   5.0000000e-01   6.1561721e+01   6.8797808e+01
   5.2000000e-01   6.3144615e+01   7.0562528e+01
   5.4000000e-01   6.4727510e+01   7.2303360e+01
   5.6000000e-01   6.6310404e+01   7.4021496e+01
   5.8000000e-01   6.7893299e+01   7.5718028e+01
   6.0000000e-01   6.9476193e+01   7.7393957e+01
   6.2000000e-01   7.1059088e+01   7.9050209e+01
   6.4000000e-01   7.2641982e+01   8.0687639e+01
   6.6000000e-01   7.4224877e+01   8.2307040e+01
   6.8000000e-01   7.5807771e+01   8.3909147e+01
   7.0000000e-01   7.7390666e+01   8.5494647e+01
   7.2000000e-01   7.8973560e+01   8.7064177e+01
   7.4000000e-01   8.0556455e+01   8.8618338e+01
   7.6000000e-01   8.2139349e+01   9.0157687e+01
   7.8000000e-01   8.3722244e+01   9.1682752e+01
   8.0000000e-01   8.5305138e+01   9.3194025e+01
   8.2000000e-01   8.6888033e+01   9.4691973e+01
   8.4000000e-01   8.8470927e+01   9.6177032e+01
   8.6000000e-01   9.0053822e+01   9.7649618e+01
   8.8000000e-01   9.1636716e+01   9.9110120e+01
   9.0000000e-01   9.3219611e+01   1.0055891e+02
   9.2000000e-01   9.4802505e+01   1.0199634e+02
   9.4000000e-01   9.6385400e+01   1.0342274e+02
   9.6000000e-01   9.7968294e+01   1.0483843e+02
   9.8000000e-01   9.9551189e+01   1.0624371e+02
   1.0000000e+00   1.0113408e+02   1.0763887e+02
   1.0200000e+00   1.0271698e+02   1.0902418e+02
   1.0400000e+00   1.0429987e+02   1.1039989e+02
   1.0600000e+00   1.0588277e+02   1.1176627e+02
   1.0800000e+00   1.0746566e+02   1.1312355e+02
   1.1000000e+00   1.0904856e+02   1.1447195e+02
   1.1200000e+00   1.1063145e+02   1.1581169e+02
   1.1400000e+00   1.1221434e+02   1.1714298e+02
   1.1600000e+00   1.1379724e+02   1.1846603e+02
   1.1800000e+00   1.1538013e+02   1.1978102e+02
