    0.000000 1.0425e+04 1.0000e+00
    0.002800 1.0387e+04 9.9641e-01
    0.005600 1.0276e+04 9.8577e-01
    0.008400 1.0097e+04 9.6860e-01
    0.011200 9.8584e+03 9.4568e-01
    0.014000 9.5691e+03 9.1793e-01
    0.016800 9.2400e+03 8.8636e-01
    0.019600 8.8811e+03 8.5194e-01
    0.022400 8.5021e+03 8.1558e-01
    0.025200 8.1116e+03 7.7811e-01
    0.028000 7.7170e+03 7.4026e-01
    0.030800 7.3249e+03 7.0265e-01
    0.033600 6.9407e+03 6.6580e-01
    0.036400 6.5689e+03 6.3013e-01
    0.039200 6.2129e+03 5.9598e-01
    0.042000 5.8752e+03 5.6358e-01
    0.044800 5.5574e+03 5.3310e-01
    0.047600 5.2603e+03 5.0460e-01
    0.050400 4.9839e+03 4.7809e-01
    0.053200 4.7277e+03 4.5351e-01
    0.056000 4.4909e+03 4.3080e-01
    0.058800 4.2723e+03 4.0982e-01
    0.061600 4.0705e+03 3.9047e-01
    0.064400 3.8842e+03 3.7260e-01
    0.067200 3.7120e+03 3.5608e-01
    0.070000 3.5525e+03 3.4078e-01
    0.072800 3.4044e+03 3.2657e-01
    0.078400 3.1374e+03 3.0096e-01
    0.081200 3.0164e+03 2.8935e-01
    0.084000 2.9024e+03 2.7842e-01
    0.089600 2.6931e+03 2.5834e-01
    0.092400 2.5968e+03 2.4910e-01
    0.098000 2.4193e+03 2.3208e-01
    0.100800 2.3376e+03 2.2424e-01
    0.106400 2.1870e+03 2.0979e-01
    0.112000 2.0515e+03 1.9680e-01
    0.117600 1.9294e+03 1.8509e-01
    0.123200 1.8195e+03 1.7454e-01
    0.128800 1.7212e+03 1.6511e-01
    0.134400 1.6342e+03 1.5676e-01
    0.140000 1.5586e+03 1.4951e-01
    0.145600 1.4943e+03 1.4334e-01
    0.154000 1.4177e+03 1.3599e-01
    0.162400 1.3614e+03 1.3060e-01
    0.168000 1.3330e+03 1.2787e-01
    0.176400 1.3014e+03 1.2484e-01
    0.184800 1.2801e+03 1.2280e-01
