   0.0000000e+00   1.2895432e+01   0.0000000e+00
   2.0000000e-02   1.3107104e+01   5.1840206e+00
   4.0000000e-02   1.3318776e+01   6.8601984e+00
   6.0000000e-02   1.3530448e+01   8.0818175e+00
   8.0000000e-02   1.3742120e+01   9.0783439e+00
   1.0000000e-01   1.3953792e+01   9.9351770e+00
   1.2000000e-01   1.4165464e+01   1.0694956e+01
   1.4000000e-01   1.4377136e+01   1.1382495e+01
   1.6000000e-01   1.4588808e+01   1.2013695e+01
   1.8000000e-01   1.4800480e+01   1.2599443e+01
   2.0000000e-01   1.5012152e+01   1.3147572e+01
   2.2000000e-01   1.5223824e+01   1.3663930e+01
   2.4000000e-01   1.5435496e+01   1.4153015e+01
   2.6000000e-01   1.5647168e+01   1.4618374e+01
   2.8000000e-01   1.5858840e+01   1.5062860e+01
   3.0000000e-01   1.6070512e+01   1.5488806e+01
   3.2000000e-01   1.6282184e+01   1.5898148e+01
   3.4000000e-01   1.6493856e+01   1.6292516e+01
   3.6000000e-01   1.6705528e+01   1.6673290e+01
   3.8000000e-01   1.6917200e+01   1.7041659e+01
   4.0000000e-01   1.7128872e+01   1.7398649e+01
   4.2000000e-01   1.7340544e+01   1.7745155e+01
   4.4000000e-01   1.7552216e+01   1.8081963e+01
   4.6000000e-01   1.7763888e+01   1.8409768e+01
   4.8000000e-01   1.7975560e+01   1.8729186e+01
   5.0000000e-01   1.8187232e+01   1.9040770e+01
   5.2000000e-01   1.8398904e+01   1.9345013e+01
   5.4000000e-01   1.8610576e+01   1.9642361e+01
   5.6000000e-01   1.8822248e+01   1.9933217e+01
   5.8000000e-01   1.9033920e+01   2.0217947e+01
   6.0000000e-01   1.9245592e+01   2.0496886e+01
   6.2000000e-01   1.9457264e+01   2.0770338e+01
   6.4000000e-01   1.9668936e+01   2.1038584e+01
   6.6000000e-01   1.9880608e+01   2.1301880e+01
   6.8000000e-01   2.0092280e+01   2.1560464e+01
   7.0000000e-01   2.0303952e+01   2.1814555e+01
   7.2000000e-01   2.0515624e+01   2.2064357e+01
   7.4000000e-01   2.0727296e+01   2.2310057e+01
   7.6000000e-01   2.0938968e+01   2.2551832e+01
   7.8000000e-01   2.1150640e+01   2.2789845e+01
   8.0000000e-01   2.1362312e+01   2.3024249e+01
   8.2000000e-01   2.1573984e+01   2.3255187e+01
   8.4000000e-01   2.1785656e+01   2.3482793e+01
   8.6000000e-01   2.1997328e+01   2.3707192e+01
   8.8000000e-01   2.2209000e+01   2.3928503e+01
   9.0000000e-01   2.2420672e+01   2.4146837e+01
   9.2000000e-01   2.2632344e+01   2.4362299e+01
   9.4000000e-01   2.2844016e+01   2.4574988e+01
   9.6000000e-01   2.3055688e+01   2.4784997e+01
   9.8000000e-01   2.3267360e+01   2.4992415e+01
   1.0000000e+00   2.3479032e+01   2.5197326e+01
   1.0200000e+00   2.3690704e+01   2.5399810e+01
   1.0400000e+00   2.3902376e+01   2.5599942e+01
   1.0600000e+00   2.4114048e+01   2.5797793e+01
   1.0800000e+00   2.4325720e+01   2.5993433e+01
   1.1000000e+00   2.4537392e+01   2.6186925e+01
   1.1200000e+00   2.4749063e+01   2.6378333e+01
   1.1400000e+00   2.4960735e+01   2.6567715e+01
   1.1600000e+00   2.5172407e+01   2.6755127e+01
   1.1800000e+00   2.5384079e+01   2.6940624e+01
   1.2000000e+00   2.5595751e+01   2.7124257e+01
   1.2200000e+00   2.5807423e+01   2.7306075e+01
   1.2400000e+00   2.6019095e+01   2.7486126e+01
   1.2600000e+00   2.6230767e+01   2.7664455e+01
   1.2800000e+00   2.6442439e+01   2.7841105e+01
   1.3000000e+00   2.6654111e+01   2.8016118e+01
   1.3200000e+00   2.6865783e+01   2.8189534e+01
   1.3400000e+00   2.7077455e+01   2.8361391e+01
   1.3600000e+00   2.7289127e+01   2.8531727e+01
   1.3800000e+00   2.7500799e+01   2.8700577e+01
   1.4000000e+00   2.7712471e+01   2.8867975e+01
   1.4200000e+00   2.7924143e+01   2.9033954e+01
   1.4400000e+00   2.8135815e+01   2.9198546e+01
   1.4600000e+00   2.8347487e+01   2.9361782e+01
   1.4800000e+00   2.8559159e+01   2.9523691e+01
   1.5000000e+00   2.8770831e+01   2.9684301e+01
   1.5200000e+00   2.8982503e+01   2.9843640e+01
   1.5400000e+00   2.9194175e+01   3.0001735e+01
   1.5600000e+00   2.9405847e+01   3.0158611e+01
   1.5800000e+00   2.9617519e+01   3.0314294e+01
   1.6000000e+00   2.9829191e+01   3.0468806e+01
   1.6200000e+00   3.0040863e+01   3.0622172e+01
   1.6400000e+00   3.0252535e+01   3.0774415e+01
   1.6600000e+00   3.0464207e+01   3.0925554e+01
   1.6800000e+00   3.0675879e+01   3.1075613e+01
   1.7000000e+00   3.0887551e+01   3.1224611e+01
   1.7200000e+00   3.1099223e+01   3.1372569e+01
   1.7400000e+00   3.1310895e+01   3.1519504e+01
   1.7600000e+00   3.1522567e+01   3.1665437e+01
   1.7800000e+00   3.1734239e+01   3.1810385e+01
   1.8000000e+00   3.1945911e+01   3.1954366e+01
   1.8200000e+00   3.2157583e+01   3.2097397e+01
   1.8400000e+00   3.2369255e+01   3.2239494e+01
   1.8600000e+00   3.2580927e+01   3.2380675e+01
   1.8800000e+00   3.2792599e+01   3.2520953e+01
   1.9000000e+00   3.3004271e+01   3.2660345e+01
   1.9200000e+00   3.3215943e+01   3.2798866e+01
   1.9400000e+00   3.3427615e+01   3.2936529e+01
   1.9600000e+00   3.3639287e+01   3.3073350e+01
   1.9800000e+00   3.3850959e+01   3.3209341e+01
   2.0000000e+00   3.4062631e+01   3.3344516e+01
   2.0200000e+00   3.4274303e+01   3.3478888e+01
   2.0400000e+00   3.4485975e+01   3.3612470e+01
   2.0600000e+00   3.4697647e+01   3.3745274e+01
   2.0800000e+00   3.4909319e+01   3.3877311e+01
   2.1000000e+00   3.5120991e+01   3.4008595e+01
   2.1200000e+00   3.5332663e+01   3.4139135e+01
   2.1400000e+00   3.5544335e+01   3.4268944e+01
   2.1600000e+00   3.5756007e+01   3.4398032e+01
   2.1800000e+00   3.5967679e+01   3.4526409e+01
   2.2000000e+00   3.6179351e+01   3.4654087e+01
   2.2200000e+00   3.6391023e+01   3.4781076e+01
   2.2400000e+00   3.6602695e+01   3.4907384e+01
   2.2600000e+00   3.6814367e+01   3.5033022e+01
   2.2800000e+00   3.7026039e+01   3.5157999e+01
   2.3000000e+00   3.7237711e+01   3.5282325e+01
   2.3200000e+00   3.7449383e+01   3.5406009e+01
   2.3400000e+00   3.7661055e+01   3.5529059e+01
   2.3600000e+00   3.7872727e+01   3.5651483e+01
   2.3800000e+00   3.8084399e+01   3.5773292e+01
   2.4000000e+00   3.8296070e+01   3.5894491e+01
   2.4200000e+00   3.8507742e+01   3.6015091e+01
   2.4400000e+00   3.8719414e+01   3.6135098e+01
   2.4600000e+00   3.8931086e+01   3.6254520e+01
   2.4800000e+00   3.9142758e+01   3.6373366e+01
   2.5000000e+00   3.9354430e+01   3.6491641e+01
   2.5200000e+00   3.9566102e+01   3.6609354e+01
   2.5400000e+00   3.9777774e+01   3.6726512e+01
   2.5600000e+00   3.9989446e+01   3.6843122e+01
   2.5800000e+00   4.0201118e+01   3.6959190e+01
   2.6000000e+00   4.0412790e+01   3.7074723e+01
   2.6200000e+00   4.0624462e+01   3.7189727e+01
   2.6400000e+00   4.0836134e+01   3.7304210e+01
   2.6600000e+00   4.1047806e+01   3.7418178e+01
   2.6800000e+00   4.1259478e+01   3.7531635e+01
   2.7000000e+00   4.1471150e+01   3.7644590e+01
   2.7200000e+00   4.1682822e+01   3.7757047e+01
   2.7400000e+00   4.1894494e+01   3.7869012e+01
   2.7600000e+00   4.2106166e+01   3.7980492e+01
   2.7800000e+00   4.2317838e+01   3.8091491e+01
   2.8000000e+00   4.2529510e+01   3.8202016e+01
   2.8200000e+00   4.2741182e+01   3.8312071e+01
   2.8400000e+00   4.2952854e+01   3.8421662e+01
   2.8600000e+00   4.3164526e+01   3.8530794e+01
   2.8800000e+00   4.3376198e+01   3.8639472e+01
   2.9000000e+00   4.3587870e+01   3.8747702e+01
   2.9200000e+00   4.3799542e+01   3.8855488e+01
   2.9400000e+00   4.4011214e+01   3.8962835e+01
   2.9600000e+00   4.4222886e+01   3.9069747e+01
   2.9800000e+00   4.4434558e+01   3.9176230e+01
   3.0000000e+00   4.4646230e+01   3.9282288e+01
   3.0200000e+00   4.4857902e+01   3.9387926e+01
   3.0400000e+00   4.5069574e+01   3.9493148e+01
   3.0600000e+00   4.5281246e+01   3.9597958e+01
   3.0800000e+00   4.5492918e+01   3.9702360e+01
   3.1000000e+00   4.5704590e+01   3.9806360e+01
   3.1200000e+00   4.5916262e+01   3.9909960e+01
   3.1400000e+00   4.6127934e+01   4.0013166e+01
   3.1600000e+00   4.6339606e+01   4.0115980e+01
   3.1800000e+00   4.6551278e+01   4.0218408e+01
   3.2000000e+00   4.6762950e+01   4.0320453e+01
   3.2200000e+00   4.6974622e+01   4.0422118e+01
   3.2400000e+00   4.7186294e+01   4.0523407e+01
   3.2600000e+00   4.7397966e+01   4.0624325e+01
   3.2800000e+00   4.7609638e+01   4.0724875e+01
   3.3000000e+00   4.7821310e+01   4.0825060e+01
   3.3200000e+00   4.8032982e+01   4.0924884e+01
   3.3400000e+00   4.8244654e+01   4.1024350e+01
   3.3600000e+00   4.8456326e+01   4.1123462e+01
   3.3800000e+00   4.8667998e+01   4.1222223e+01
   3.4000000e+00   4.8879670e+01   4.1320636e+01
   3.4200000e+00   4.9091342e+01   4.1418705e+01
   3.4400000e+00   4.9303014e+01   4.1516433e+01
   3.4600000e+00   4.9514686e+01   4.1613823e+01
   3.4800000e+00   4.9726358e+01   4.1710878e+01
   3.5000000e+00   4.9938030e+01   4.1807602e+01
