   1.0000000e-01   3.9985646e-01   5.5015558e-02
   1.7320500e-01   4.1310537e-01   3.0211860e-02
   3.1622800e-01   5.2582971e-01   3.8161206e-02
   5.0000000e-01   6.0271683e-01   3.0537653e-02
   7.0710700e-01   7.9993012e-01   5.0497897e-02
   8.6602500e-01   9.5044643e-01   5.4646326e-02
   1.0000000e+00   1.0642567e+00   6.5853601e-02
   1.2247400e+00   1.1016143e+00   6.0858110e-02
   1.4142100e+00   1.1139945e+00   7.7299791e-02
   2.0000000e+00   1.5231903e+00   1.2477867e-01
   2.5000000e+00   1.7560236e+00   1.3290178e-01
   3.0000000e+00   2.2957538e+00   1.9884226e-01
